AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NOW
여의도,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,120000,125000,55,45,0,3,23,30,24,13,5,2,46,54,N,2022-12-21 16:25,2022-12-21 17:01,2.2,7.2,5,0,87,E,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,38,보통,55,보통,87,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,41,59,0,5,26,20,16,16,11,6,22,78,N,2022-12-21 16:25,2022-12-21 17:01,2.2,7.2,5,0,87,E,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,38,보통,55,보통,87,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
인사동·익선동,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,22000,24000,53,47,0,5,21,20,18,16,12,9,32,68,N,2022-12-21 16:25,2022-12-21 17:01,2.4,4.2,4,-1,88,SSE,1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,33,보통,43,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
국립중앙박물관·용산가족공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,43,57,0,7,15,21,18,17,15,5,11,89,N,2022-12-21 16:25,2022-12-21 17:01,2.3,7.3,5,0,86,SE,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,40,보통,66,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
남산공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,50,50,0,4,24,21,19,18,10,4,29,71,N,2022-12-21 16:25,2022-12-21 17:01,2.4,4.2,4,-1,88,SSE,1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,41,보통,53,보통,82,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
뚝섬한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,48,52,0,5,17,21,17,17,15,8,23,77,N,2022-12-21 16:25,2022-12-21 17:01,2.3,7.3,6,-1,86,SE,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,30,보통,38,보통,66,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
망원한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,900,1000,52,48,0,6,18,21,17,18,12,8,23,77,N,2022-12-21 16:25,2022-12-21 17:01,2.2,7.2,5,0,87,E,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,44,보통,50,보통,82,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
반포한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,60,40,0,5,15,17,22,22,15,4,3,97,N,2022-12-21 16:25,2022-12-21 17:01,0.6,3.2,5,0,100,ESE,0.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,32,보통,46,보통,73,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
북서울꿈의숲,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,44,56,1,9,12,14,18,19,17,11,40,60,N,2022-12-21 16:25,2022-12-21 17:01,0.4,3.3,5,-1,92,ESE,0.5,0.5mm,눈,눈이 내리고 있어요.외출 시 우산을 챙기세요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,41,보통,69,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
서울대공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,46,54,0,5,17,21,16,19,14,7,22,78,N,2022-12-21 16:25,2022-12-21 17:01,2.9,5.5,6,-1,87,ESE,0.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,32,보통,46,보통,73,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
서울숲공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,50,50,0,6,25,25,17,14,9,4,24,76,N,2022-12-21 16:25,2022-12-21 17:01,2.3,7.3,6,-1,86,SE,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,48,보통,85,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
월드컵공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,58,42,0,6,12,19,22,21,13,6,16,84,N,2022-12-21 16:25,2022-12-21 17:01,2.5,4.7,5,0,85,SSE,0.8,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,44,보통,50,보통,82,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
이촌한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,51,49,0,6,12,17,22,19,15,8,13,87,N,2022-12-21 16:25,2022-12-21 17:01,2.2,7.2,5,0,87,E,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,40,보통,66,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
잠실종합운동장,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,61,39,0,7,13,19,25,18,12,6,7,93,N,2022-12-21 16:25,2022-12-21 17:01,1.6,6.7,6,-1,92,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,32,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
잠실한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,56,44,1,9,12,15,24,20,12,8,9,91,N,2022-12-21 16:25,2022-12-21 17:01,1.2,6.3,5,-1,85,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,32,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:00
강남 MICE 관광특구,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,26000,28000,41,59,0,6,28,28,20,12,5,1,22,78,N,2022-12-21 16:25,2022-12-21 17:01,2.9,5.5,6,-1,87,ESE,0.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,43,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
동대문 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,20000,22000,47,53,0,5,21,23,19,16,11,5,23,77,N,2022-12-21 16:25,2022-12-21 17:01,2.4,4.2,4,-1,88,SSE,1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,33,보통,43,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
명동 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,60000,62000,49,51,0,3,22,26,23,15,8,3,31,69,N,2022-12-21 16:25,2022-12-21 17:01,2.4,4.2,4,-1,88,SSE,1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,41,보통,53,보통,82,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
이태원 관광특구,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,45,55,0,3,28,27,18,13,7,4,30,70,N,2022-12-21 16:25,2022-12-21 17:01,2.3,7.3,5,0,86,SE,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,40,보통,66,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
잠실 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,56000,58000,44,56,0,13,26,22,16,12,7,3,21,79,N,2022-12-21 16:25,2022-12-21 17:01,1.2,6.3,5,-1,85,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,32,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
종로·청계 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,30000,32000,55,45,0,3,18,19,19,19,14,8,31,69,N,2022-12-21 16:25,2022-12-21 17:01,2.4,4.2,4,-1,88,SSE,1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,33,보통,43,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
홍대 관광특구,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,58000,60000,42,58,0,11,39,21,14,9,4,3,25,75,N,2022-12-21 16:25,2022-12-21 17:01,2.2,7.2,5,0,87,E,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,44,보통,50,보통,82,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
경복궁·서촌마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,43,57,0,7,24,21,18,14,9,6,30,70,N,2022-12-21 16:25,2022-12-21 17:01,2.4,4.2,4,-1,88,SSE,1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,33,보통,43,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
광화문·덕수궁,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,30000,32000,51,49,0,3,19,26,24,18,7,3,34,66,N,2022-12-21 16:30,2022-12-21 17:01,2.4,4.2,4,-1,88,SSE,1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,33,보통,43,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
창덕궁·종묘,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,14000,16000,54,46,0,3,20,20,20,19,12,6,39,61,N,2022-12-21 16:30,2022-12-21 17:01,2.4,4.2,4,-1,88,SSE,1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,33,보통,43,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
가산디지털단지역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,40000,42000,59,41,0,1,25,29,22,15,6,2,46,54,N,2022-12-21 16:30,2022-12-21 17:01,3.5,4.8,5,1,80,SSE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,38,보통,57,보통,74,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
강남역,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,68000,70000,49,51,0,6,32,27,18,10,5,2,26,74,N,2022-12-21 16:30,2022-12-21 17:01,2.9,5.5,6,-1,87,ESE,0.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,32,보통,46,보통,73,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,18000,20000,43,57,0,11,36,16,11,12,8,5,18,82,N,2022-12-21 16:30,2022-12-21 17:01,2.3,7.3,6,-1,86,SE,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,30,보통,38,보통,66,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
고속터미널역,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,18000,20000,34,66,0,7,21,18,17,18,12,7,15,85,N,2022-12-21 16:30,2022-12-21 17:01,0.6,3.2,5,0,100,ESE,0.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,32,보통,46,보통,73,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
교대역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,53,47,0,4,20,25,20,16,10,6,31,69,N,2022-12-21 16:30,2022-12-21 17:01,2.9,5.5,6,-1,87,ESE,0.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,32,보통,46,보통,73,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
구로디지털단지역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,36000,38000,56,44,0,1,26,30,23,12,6,2,45,55,N,2022-12-21 16:30,2022-12-21 17:01,3.5,4.8,5,1,80,SSE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,38,보통,57,보통,74,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
서울역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,18000,20000,52,48,0,1,22,28,25,16,6,2,43,57,N,2022-12-21 16:30,2022-12-21 17:01,2.4,4.2,4,-1,88,SSE,1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,41,보통,53,보통,82,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
선릉역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,56000,58000,53,47,0,4,20,28,22,14,8,4,38,62,N,2022-12-21 16:30,2022-12-21 17:01,2.9,5.5,6,-1,87,ESE,0.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,43,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
신도림역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,6500,7000,40,60,0,10,22,18,16,16,11,7,10,90,N,2022-12-21 16:30,2022-12-21 17:01,1.5,5.2,5,0,80,SE,0.3,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,38,보통,55,보통,87,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,50,50,0,8,30,18,14,14,12,5,16,84,N,2022-12-21 16:30,2022-12-21 17:01,1.5,5.2,5,0,80,SE,0.3,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,34,보통,53,보통,85,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,42,58,0,8,47,15,10,10,6,3,19,81,N,2022-12-21 16:30,2022-12-21 17:01,2.2,7.2,5,0,87,E,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,35,보통,66,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
역삼역,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,34000,36000,57,43,0,2,25,33,22,11,5,2,42,58,N,2022-12-21 16:30,2022-12-21 17:01,2.9,5.5,6,-1,87,ESE,0.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,43,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
연신내역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,7000,7500,43,57,0,12,17,13,14,17,15,11,22,78,N,2022-12-21 16:30,2022-12-21 17:01,1.4,4.6,5,-1,96,ENE,0.4,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,38,보통,61,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
용산역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,53,47,0,5,25,25,19,14,8,4,26,74,N,2022-12-21 16:30,2022-12-21 17:01,2.3,7.3,5,0,86,SE,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,40,보통,66,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
왕십리역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,44,56,0,11,33,15,12,13,9,5,18,82,N,2022-12-21 16:30,2022-12-21 17:01,2.3,7.3,6,-1,86,SE,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,48,보통,85,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
DMC(디지털미디어시티),보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,26000,28000,51,49,0,3,26,31,23,11,4,2,44,56,N,2022-12-21 16:30,2022-12-21 17:01,2.5,4.7,5,0,85,SSE,0.8,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,44,보통,50,보통,82,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
창동 신경제 중심지,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,30000,32000,44,56,0,11,19,15,15,18,14,7,25,75,N,2022-12-21 16:30,2022-12-21 17:01,1.5,4.4,5,-2,84,SE,0.5,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,28,보통,34,보통,69,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,55,45,0,4,37,20,14,12,8,5,27,73,N,2022-12-21 16:30,2022-12-21 17:01,1.5,5.2,5,0,80,SE,0.3,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,40,보통,57,보통,77,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,100,200,46,54,1,6,19,18,14,16,14,13,43,57,N,2022-12-21 16:30,2022-12-21 17:01,2.4,4.2,4,-1,88,SSE,1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,28,보통,42,보통,74,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,43,57,0,9,21,20,18,17,10,6,36,64,N,2022-12-21 16:30,2022-12-21 17:01,2.4,4.2,4,-1,88,SSE,1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,33,보통,43,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
가로수길,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,30000,32000,44,56,0,7,28,26,19,10,6,4,29,71,N,2022-12-21 16:30,2022-12-21 17:01,2.3,7.3,6,-1,86,SE,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,43,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
성수카페거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,12000,14000,50,50,0,4,34,25,17,12,6,2,30,70,N,2022-12-21 16:30,2022-12-21 17:01,2.3,7.3,6,-1,86,SE,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,48,보통,85,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,46,54,0,7,20,15,17,19,13,9,32,68,N,2022-12-21 16:30,2022-12-21 17:01,0.4,3.3,5,-1,92,ESE,0.5,0.5mm,눈,눈이 내리고 있어요.외출 시 우산을 챙기세요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,41,보통,69,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 17:05
